track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Karate,R3HAB,57,Karate,2014-12-29,Big Room House,edm,big room,0.626,0.961,5,-3.587,1,0.0687,0.000407,0.0024,0.684,0.668,128.01,210000
Magic,KSHMR,55,Magic,2018-11-02,Big Room House,edm,big room,0.601,0.939,5,-3.191,1,0.115,0.0905,0.000611,0.53,0.336,127.875,149414
Narco,Blasterjaxx,62,Narco,2017-11-13,Big Room House,edm,big room,0.764,0.943,8,-4.047,1,0.0711,0.00784,0.104,0.0699,0.207,129.961,208635
No Sleep (feat. Bonn),Martin Garrix,76,No Sleep (feat. Bonn),2019-02-21,Big Room House,edm,big room,0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,207095
No Style,Bassjackers,41,No Style,2019-02-11,Big Room House,edm,big room,0.694,0.738,1,-5.02,1,0.115,0.00523,0.281,0.0865,0.485,125.079,195960
Runaway (U & I),Galantis,74,Pharmacy,2015-06-05,Big Room House,edm,big room,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,60,Listen,2014-11-21,Big Room House,edm,big room,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
Summer,Calvin Harris,79,Motion,2014-10-31,Big Room House,edm,big room,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533
Tremor (Sensation 2014 Anthem) - Original Mix,Dimitri Vegas & Like Mike,0,Tremor,2014-05-05,Big Room House,edm,big room,0.63,0.942,6,-4.185,0,0.0364,0.000324,0.723,0.938,0.41,127.977,294375
Wake Me Up - Radio Edit,Avicii,25,TRUE,2013-01-01,Big Room House,edm,big room,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
Without You (feat. Sandro Cavazza),Avicii,27,AVICI (01),2017-08-10,Big Room House,edm,big room,0.652,0.855,2,-4.832,1,0.0441,0.00179,0,0.0404,0.279,134.009,181673
Middle - 4B Remix,DJ Snake,0,Middle (4B Remix),2015-10-16,Epic Bass Drops,edm,big room,0.654,0.83,9,-4.533,1,0.0979,0.0643,0,0.0756,0.354,133.897,175613
In the Name of Love,Martin Garrix,80,In the Name of Love,2016-07-29,Epic Bass Drops,edm,big room,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707
Alone,Marshmello,20,Alone,2016-05-13,Epic Bass Drops,edm,big room,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,273803
Care (Ft. Madi),R3HAB,1,Care,2016-04-29,Epic Bass Drops,edm,big room,0.549,0.832,0,-3.424,0,0.0964,0.162,0,0.117,0.19,168.025,189107
Work - R3hab Remix,Rihanna,2,Work (Remixes),2016-03-18,Epic Bass Drops,edm,big room,0.715,0.8,1,-5.488,0,0.0555,0.0104,0,0.319,0.264,100.004,219400
Haters (feat. I-Ez),Deorro,37,No More Promises EP,2015-12-18,Epic Bass Drops,edm,big room,0.776,0.937,0,-4.033,1,0.0771,0.0612,0.0184,0.0635,0.671,127.993,247617
The Way You Move,Deorro,18,No More Promises EP,2015-12-18,Epic Bass Drops,edm,big room,0.805,0.796,1,-7.109,1,0.163,0.00256,0.387,0.0843,0.197,128.029,249760
Without Love (feat. Miss Palmer),Deorro,21,No More Promises EP,2015-12-18,Epic Bass Drops,edm,big room,0.659,0.942,5,-5.695,0,0.0616,0.00212,0.445,0.129,0.112,127.95,315000
Keep It Mello,Marshmello,0,Keep It Mello,2015-10-24,Epic Bass Drops,edm,big room,0.656,0.909,1,-3.57,1,0.0841,0.0015,0.00114,0.0661,0.139,141.958,246831
Bring That Beat,Bassjackers,0,Bring That Beat,2015-11-06,Epic Bass Drops,edm,big room,0.743,0.97,6,-3.067,0,0.13,0.000464,0.493,0.0964,0.352,127.992,253135
Moscow - ZAXX Remix,W&W,31,Moscow (ZAXX Remix),2015-08-28,Epic Bass Drops,edm,big room,0.754,0.685,3,-3.438,0,0.0388,0.00983,0.000233,0.126,0.282,128.012,225000
I Can Be Somebody (feat. Erin McCarley),Deorro,55,I Can Be Somebody (feat. Erin McCarley),2015-08-14,Epic Bass Drops,edm,big room,0.634,0.482,0,-8.398,1,0.0331,0.0168,0.00115,0.147,0.238,127.928,277500
Lazer Love - Original Mix,KSHMR,0,Lazer Love,2015-07-24,Epic Bass Drops,edm,big room,0.554,0.784,5,-6.477,0,0.0475,0.000268,0.000249,0.365,0.434,139.987,249000
Delirious (Boneless) (feat. Kid Ink),Steve Aoki,59,Neon Future I,2014-09-29,Epic Bass Drops,edm,big room,0.706,0.912,8,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004,223413
Alamo - Original Mix,Bassjackers,0,Alamo,2015-06-08,Epic Bass Drops,edm,big room,0.675,0.822,5,-5.137,1,0.04,0.000109,0.851,0.172,0.144,127.994,298736
Pray to God - R3hab Remix,Calvin Harris,33,Pray to God (Remixes),2015-05-26,Epic Bass Drops,edm,big room,0.693,0.762,7,-4.137,0,0.127,0.0174,2.64E-05,0.3,0.159,128.061,271867
Bitch Better Have My Money - R3hab Remix,Rihanna,1,Bitch Better Have My Money (R3hab Remix),2015-05-04,Epic Bass Drops,edm,big room,0.788,0.921,1,-3.21,0,0.055,0.006,0.00372,0.105,0.551,128.007,228754
Bitch Better Have My Money - GTA Remix,Rihanna,0,Bitch Better Have My Money (GTA Remix),2015-05-03,Epic Bass Drops,edm,big room,0.768,0.877,10,-3.114,0,0.151,0.000768,0.000237,0.0739,0.48,103.036,228759
Forever (feat. Courtney Jenaé) - Original Mix,Blasterjaxx,0,Forever (feat. Courtney Jenaé) [Original Mix],2015-04-27,Epic Bass Drops,edm,big room,0.671,0.964,7,-2.63,0,0.12,0.00864,0.0795,0.48,0.352,128.042,262500
Secrets - Radio Edit,Tiësto,9,Secrets (Radio Edit),2015-04-03,Epic Bass Drops,edm,big room,0.662,0.81,11,-4.442,0,0.0441,0.00127,0.00653,0.0886,0.224,128.007,216967
Jah No Partial - Yellow Claw & Yung Felix Remix,Major Lazer,38,All Trap Music 2,2013-11-17,Epic Bass Drops,edm,big room,0.562,0.723,6,-8.922,0,0.0335,0.00145,0.45,0.271,0.484,145.031,190380
Runaway (U & I) - Quintino Remix,Galantis,27,Runaway (U & I) [Remixes],2015-03-16,Epic Bass Drops,edm,big room,0.597,0.858,10,-5.59,0,0.0742,0.000579,0.0215,0.0274,0.383,128.009,285000
Red Lights - twoloud Remix,Tiësto,0,Red Lights (Remixes),2014-01-01,Epic Bass Drops,edm,big room,0.564,0.746,7,-5.668,0,0.0763,0.00441,0.00118,0.0725,0.405,128.054,349465
No Place Like Home (feat. Rosette) - Radio Edit,Blasterjaxx,33,No Place Like Home (feat. Rosette) [Radio Edit],2015-03-09,Epic Bass Drops,edm,big room,0.658,0.793,4,-4.649,0,0.0485,0.0638,0.0177,0.18,0.344,127.97,206250
Wave Your Hands,Bassjackers,0,Wave Your Hands,2015-03-02,Epic Bass Drops,edm,big room,0.692,0.968,1,-3.606,1,0.0459,0.00115,0.763,0.0732,0.415,127.956,247515
Being Alive,Hardwell,49,Being Alive,2019-01-04,Big Room 2019,edm,big room,0.589,0.751,6,-5.124,0,0.0975,0.014,3.09E-06,0.549,0.178,128.269,221250
Repeat After Me,Dimitri Vegas & Like Mike,69,Repeat After Me,2019-01-11,Big Room 2019,edm,big room,0.321,0.939,6,-4.86,0,0.0616,0.00342,0.81,0.0905,0.179,131.933,194261
Anything More (feat. Era Istrefi) - Will Sparks Remix,Steve Aoki,33,Neon Future III (Remixes),2019-02-15,Big Room 2019,edm,big room,0.409,0.847,1,-3.47,1,0.0499,0.00167,0.00598,0.186,0.034,124.301,186672
How You Love Me (feat. Conor Maynard & Snoop Dogg) - Thomas Gold Remix,Hardwell,39,How You Love Me (feat. Conor Maynard & Snoop Dogg) [The Remixes],2019-02-22,Big Room 2019,edm,big room,0.612,0.951,0,-3.351,1,0.0572,0.0702,0.000112,0.0647,0.657,125.991,179130
Lifting You Higher (ASOT 900 Anthem) - Blasterjaxx Remix,Armin van Buuren,44,Lifting You Higher (ASOT 900 Anthem) [Blasterjaxx Remix],2019-02-22,Big Room 2019,edm,big room,0.544,0.903,9,-5.965,1,0.0453,0.00215,0.842,0.312,0.0999,130.031,187798
Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix,David Guetta,64,Say My Name (feat. Bebe Rexha & J Balvin) [Afrojack & Chasner Remix],2019-02-07,Big Room 2019,edm,big room,0.406,0.91,10,-3.916,0,0.0594,0.0052,0.00236,0.0783,0.239,127.974,251446
No Regrets (feat. Krewella),KSHMR,66,No Regrets (feat. Krewella),2019-03-01,Big Room 2019,edm,big room,0.33,0.793,10,-4.628,0,0.155,0.0618,0,0.383,0.279,180.162,184000
Pica,Deorro,14,Pica,2019-03-08,Big Room 2019,edm,big room,0.688,0.974,8,-1.14,0,0.13,0.00797,0.369,0.0515,0.669,150.096,199912
I'm Not Sorry,Hardwell,21,I'm Not Sorry,2019-03-08,Big Room 2019,edm,big room,0.649,0.82,4,-3.812,1,0.0558,0.121,0,0.0771,0.349,128.096,186094
Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix,Steve Aoki,24,Neon Future III (Remixes),2019-02-15,Big Room 2019,edm,big room,0.604,0.938,8,-4.29,1,0.0458,0.000313,0.0117,0.0621,0.135,127.994,285000
This Is What You Came For,Calvin Harris,79,This Is What You Came For,2016-04-29,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160
Work - R3hab Remix,Rihanna,2,Work (Remixes),2016-03-18,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.715,0.8,1,-5.488,0,0.0555,0.0104,0,0.319,0.264,100.004,219400
No Money,Galantis,72,No Money,2016-04-01,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127
Until You Were Gone,The Chainsmokers,57,Until You Were Gone,2015-09-18,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.577,0.698,1,-4.773,1,0.0451,0.0541,0,0.131,0.324,128.061,215625
Don't Let Me Down,The Chainsmokers,81,Don't Let Me Down,2016-02-05,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373
Tremor - Radio Edit,Dimitri Vegas & Like Mike,1,Tremor (Sensation 2014 Anthem),2014-05-05,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.615,0.919,11,-4.999,1,0.0367,0.00201,0.687,0.196,0.225,127.991,193140
My Feelings For You - Radio Edit,Avicii,9,My Feelings For You,2010-07-19,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.606,0.993,6,-2.509,0,0.074,0.0372,0.0664,0.367,0.125,128.012,169760
Silhouettes - Original Radio Edit,Avicii,12,Silhouettes,2012-01-01,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,11,Light It Up (feat. Nyla & Fuse ODG [Remix]),2015-11-06,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138
Fast Car,Jonas Blue,22,Fast Car,2015-12-04,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,212424
Make It To Heaven (with Raye) - Rework,David Guetta,61,Make It To Heaven (with Raye) [Rework],2020-01-17,EDM House & Dance,edm,pop edm,0.679,0.62,7,-8.073,0,0.0375,0.106,2.92E-06,0.102,0.443,120.12,166000
2 Hearts (feat. Gia Koka),Sam Feldt,70,2 Hearts (feat. Gia Koka),2020-01-10,EDM House & Dance,edm,pop edm,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85E-05,0.297,0.597,116.524,186750
No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,69,2019 Remixed,2019-12-31,EDM House & Dance,edm,pop edm,0.584,0.79,11,-6.128,1,0.0589,0.0455,0,0.213,0.291,127.972,239062
Family,The Chainsmokers,85,World War Joy,2019-12-06,EDM House & Dance,edm,pop edm,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
Fades Away - Tribute Concert Version,Avicii,71,Fades Away (feat. MishCatt) [Tribute Concert Version],2019-12-05,EDM House & Dance,edm,pop edm,0.595,0.549,0,-7.733,1,0.104,0.132,1.45E-05,0.0873,0.165,134.493,172559
Maldad,Steve Aoki,35,Maldad,2020-01-17,EDM House & Dance,edm,pop edm,0.674,0.808,1,-4.168,1,0.103,0.00182,7.70E-05,0.259,0.66,104.863,168159
The Anthem (Der Alte),Dimitri Vegas & Like Mike,55,The Anthem (Der Alte),2020-01-17,EDM House & Dance,edm,pop edm,0.616,0.834,5,-4.637,0,0.0702,0.0291,0.0323,0.103,0.145,139.89,154714
Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,77,Faith (with Dolly Parton) [feat. Mr. Probz],2019-10-25,EDM House & Dance,edm,pop edm,0.547,0.795,8,-3.721,1,0.0489,0.145,0,0.11,0.723,118.118,186805
Memories - Dillon Francis Remix,Maroon 5,67,Memories (Dillon Francis Remix),2019-12-13,EDM House & Dance,edm,pop edm,0.726,0.815,11,-4.969,1,0.0373,0.0724,0.00421,0.357,0.693,99.972,162600
Hold On (feat. Michel Zitron),Martin Garrix,75,Hold On (feat. Michel Zitron),2019-12-27,EDM House & Dance,edm,pop edm,0.422,0.711,2,-4.809,0,0.0385,0.0176,0,0.559,0.321,128.066,244453
Popcorn,Steve Aoki,40,Popcorn,2019-12-20,EDM House & Dance,edm,pop edm,0.603,0.953,7,-3.838,0,0.0382,0.084,0.878,0.308,0.209,128.032,213750
BLUE,Tiësto,75,BLUE,2019-12-13,EDM House & Dance,edm,pop edm,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29E-06,0.212,0.904,118.034,167859
Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),2019-10-31,EDM House & Dance,edm,pop edm,0.651,0.693,4,-4.722,1,0.0375,0.458,0,0.335,0.392,118.97,236765
Go To War,Hardwell,63,Go To War,2019-11-22,EDM House & Dance,edm,pop edm,0.553,0.827,2,-5.381,1,0.0482,0.00188,0,0.304,0.153,132.077,167500
All Around The World (La La La),R3HAB,80,All Around The World (La La La),2019-04-05,EDM House & Dance,edm,pop edm,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,Dimitri Vegas & Like Mike,71,Boomshakalaka (Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix),2019-11-29,EDM House & Dance,edm,pop edm,0.752,0.82,1,-2.976,1,0.0461,0.0134,0.000804,0.0692,0.822,95.987,211520
Higher Love,Kygo,87,Higher Love,2019-06-28,EDM House & Dance,edm,pop edm,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228267
Instagram,Dimitri Vegas & Like Mike,81,Instagram,2019-07-05,EDM House & Dance,edm,pop edm,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,184558
Flames (with ZAYN),R3HAB,52,Flames (with ZAYN),2019-11-15,EDM House & Dance,edm,pop edm,0.358,0.643,5,-8.034,0,0.081,0.157,0,0.0898,0.441,152.085,155526
God Is A Dancer (with Mabel),Tiësto,82,God Is A Dancer (with Mabel),2019-09-20,EDM House & Dance,edm,pop edm,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11E-06,0.342,0.833,119.964,168125
All Comes Back To You,R3HAB,72,All Comes Back To You,2019-10-25,EDM House & Dance,edm,pop edm,0.726,0.763,4,-6.872,1,0.0882,0.524,2.64E-06,0.0943,0.516,128.02,160312
Good Thing (feat. Kehlani) - Marc Benjamin Remix,Zedd,50,Good Thing (with Kehlani) [Remixes],2020-01-03,Pop EDM Remixes,edm,pop edm,0.494,0.817,1,-7.631,0,0.175,0.105,0.00217,0.207,0.187,127.915,225000
Harleys In Hawaii - KANDY Remix,Katy Perry,55,Harleys In Hawaii (KANDY Remix),2019-11-13,Pop EDM Remixes,edm,pop edm,0.661,0.796,10,-5.513,0,0.154,0.143,0,0.276,0.472,128.073,165010
Takeaway - Andrew Rayel Remix,The Chainsmokers,62,Takeaway - The Remixes,2019-11-01,Pop EDM Remixes,edm,pop edm,0.469,0.83,8,-3.301,1,0.0727,0.000187,0,0.0875,0.162,126.835,180000
Let It Be Me - Steve Aoki Remix,Steve Aoki,34,Let It Be Me (Steve Aoki Remix),2019-10-18,Pop EDM Remixes,edm,pop edm,0.669,0.874,4,-2.828,0,0.0349,0.0553,2.49E-06,0.112,0.178,123.977,220645
South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,66,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],2019-12-11,Pop EDM Remixes,edm,pop edm,0.805,0.835,0,-4.603,1,0.0896,0.13,5.03E-06,0.365,0.722,125.028,188230
Ritual - Benny Benassi & BB Team Remix,Tiësto,56,Ritual (Remixes),2019-08-02,Pop EDM Remixes,edm,pop edm,0.721,0.783,1,-5.174,1,0.0595,0.0133,2.58E-06,0.155,0.291,122.997,185765
Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,67,Beautiful People (feat. Khalid) [Jack Wins Remix],2019-07-11,Pop EDM Remixes,edm,pop edm,0.675,0.919,8,-5.385,1,0.127,0.0799,0,0.143,0.585,124.982,163049
One Thing Right - Firebeatz Remix,Marshmello,66,One Thing Right (Remixes),2019-08-09,Pop EDM Remixes,edm,pop edm,0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126,192381
Never Really Over - Syn Cole Remix,Katy Perry,35,Never Really Over (Syn Cole Remix),2019-07-26,Pop EDM Remixes,edm,pop edm,0.68,0.882,1,-2.891,1,0.0647,0.0854,0.000465,0.155,0.462,125.956,188571
If I Can't Have You - Gryffin Remix,Shawn Mendes,67,If I Can't Have You (Gryffin Remix),2019-06-20,Pop EDM Remixes,edm,pop edm,0.642,0.818,2,-4.552,1,0.032,0.0567,0,0.0919,0.59,124.957,253040
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,10,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Tiësto Remix],2019-06-21,Pop EDM Remixes,edm,pop edm,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255238
Tough Love - Tiësto Remix / Radio Edit,Avicii,68,Tough Love (Tiësto Remix),2019-06-14,Pop EDM Remixes,edm,pop edm,0.594,0.935,8,-3.562,1,0.0565,0.0249,3.97E-06,0.637,0.366,127.015,193187
I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,66,I Don't Care (with Justin Bieber) [Loud Luxury Remix],2019-06-14,Pop EDM Remixes,edm,pop edm,0.748,0.916,6,-2.634,1,0.0583,0.102,0,0.0653,0.518,122.036,194754
Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),2018-10-19,Pop EDM Remixes,edm,pop edm,0.712,0.646,5,-4.23,1,0.182,0.116,0,0.123,0.607,104.998,196571
365 - Zedd Remix,Zedd,50,365 (Remixes),2019-03-22,Pop EDM Remixes,edm,pop edm,0.784,0.595,2,-6.816,1,0.0413,0.00476,0.00727,0.059,0.183,124.019,236287
Bones (feat. OneRepublic) - Steff da Campo Remix,Galantis,2,Bones (feat. OneRepublic) [Steff da Campo Remix],2019-03-01,Pop EDM Remixes,edm,pop edm,0.639,0.9,6,-4.803,0,0.0627,0.00872,0.00936,0.108,0.737,126.012,167624
This Feeling - Tim Gunter Remix,The Chainsmokers,38,This Feeling - Remixes,2018-11-09,Pop EDM Remixes,edm,pop edm,0.415,0.859,10,-3.809,0,0.0803,0.00611,0.00502,0.087,0.291,105.062,224013
Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,David Guetta,65,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix],2018-12-28,Pop EDM Remixes,edm,pop edm,0.678,0.747,10,-5.289,0,0.165,0.0395,0,0.174,0.516,120.002,189375
Polaroid - R3HAB Remix,Jonas Blue,49,Polaroid (R3HAB Remix),2018-11-02,Pop EDM Remixes,edm,pop edm,0.348,0.922,7,-4.402,0,0.139,0.0656,0.000265,0.288,0.184,125.775,183835
Without Me - ILLENIUM Remix,Halsey,66,Without Me (ILLENIUM Remix),2018-11-30,Pop EDM Remixes,edm,pop edm,0.639,0.71,6,-3.358,1,0.0479,0.483,2.22E-06,0.219,0.373,136.004,248906
FRIENDS - Borgeous Remix,Marshmello,58,FRIENDS (Borgeous Remix),2018-04-06,Pop EDM Remixes,edm,pop edm,0.439,0.847,0,-6.258,1,0.242,0.0246,0,0.139,0.298,114.099,202440
Jackie Chan - Daijo Remix,Tiësto,39,"Jackie Chan (Remixes, Vol. 2)",2018-10-05,Pop EDM Remixes,edm,pop edm,0.625,0.952,3,-1.612,0,0.135,0.00326,0,0.388,0.371,128.104,200625
Don't Leave Me Alone (feat. Anne-Marie) - R3HAB Remix,David Guetta,52,Don't Leave Me Alone (feat. Anne-Marie) [Remixes],2018-08-17,Pop EDM Remixes,edm,pop edm,0.618,0.949,4,-2.697,0,0.0903,0.254,2.99E-06,0.488,0.293,127.961,182461
Rise - TV Noise Ibiza Mix,Jonas Blue,46,Rise (Remixes),2018-07-20,Pop EDM Remixes,edm,pop edm,0.735,0.933,1,-2.619,1,0.0398,0.00219,1.15E-05,0.0331,0.529,125.062,219920
One Kiss (with Dua Lipa) - Jauz Remix,Calvin Harris,45,One Kiss (with Dua Lipa) [Remixes],2018-07-13,Pop EDM Remixes,edm,pop edm,0.741,0.784,0,-5.379,1,0.0699,0.0192,4.12E-05,0.852,0.551,123.998,252846
Back To You - Anki Remix,Selena Gomez,45,Back To You (Anki Remix),2018-08-10,Pop EDM Remixes,edm,pop edm,0.511,0.882,7,-2.62,1,0.0717,0.171,0,0.158,0.362,107.928,254852
Sick Boy - Owen Norton Remix,The Chainsmokers,38,Sick Boy (Remixes),2018-02-09,Pop EDM Remixes,edm,pop edm,0.735,0.876,11,-4.03,0,0.0606,0.00617,1.11E-05,0.0825,0.504,100.04,194267
Everybody Hates Me - Khrebto Remix,The Chainsmokers,41,Everybody Hates Me - Remixes,2018-03-30,Pop EDM Remixes,edm,pop edm,0.407,0.912,11,-3.017,0,0.129,0.00138,1.47E-05,0.365,0.304,107.995,195493
Without You - Otto Knows Remix,Avicii,47,Without You (Remixes),2017-10-13,Pop EDM Remixes,edm,pop edm,0.536,0.837,2,-4.877,1,0.0461,0.000951,0.00587,0.0729,0.455,131.082,213493
No Money - Dillon Francis Remix,Galantis,31,No Money (Remixes),2016-05-20,Pop EDM Remixes,edm,pop edm,0.734,0.774,2,-3.606,1,0.0551,0.000247,0.0698,0.134,0.396,128.023,281694
Lonely Together - (feat. Rita Ora) Dj Licious Remix,Avicii,44,Lonely Together (Remixes),2017-11-17,Pop EDM Remixes,edm,pop edm,0.544,0.64,5,-6.011,1,0.0652,0.0102,0.000206,0.376,0.396,120.147,184960
Wolves - Owen Norton Remix,Selena Gomez,0,Wolves (Owen Norton Remix),2018-02-23,Pop EDM Remixes,edm,pop edm,0.599,0.854,11,-6.602,0,0.122,0.00311,0.000329,0.23,0.406,127.987,273765
Roses - Zaxx Remix,The Chainsmokers,52,Roses (Remixes),2016-01-01,Pop EDM Remixes,edm,pop edm,0.677,0.881,1,-3.534,0,0.054,0.00445,0.0146,0.359,0.566,128.121,190267
First Time - Gryffin Remix,Kygo,48,First Time (Remixes),2017-06-30,Pop EDM Remixes,edm,pop edm,0.494,0.81,3,-4.37,1,0.0533,0.0564,0,0.104,0.426,104.913,173440
Side To Side - Slushii Remix,Ariana Grande,45,Side To Side (Remixes),2017-02-03,Pop EDM Remixes,edm,pop edm,0.547,0.877,6,-2.927,0,0.0507,0.0703,0.000119,0.101,0.365,150.077,202440
All Falls Down (feat. Juliander) - Mark Villa Remix,Alan Walker,44,All Falls Down (feat. Juliander) [Remixes],2017-12-01,Pop EDM Remixes,edm,pop edm,0.687,0.754,10,-3.965,0,0.0641,0.0179,0,0.272,0.28,125.936,157373
Closer - R3hab Remix,The Chainsmokers,49,Closer (Remixes),2016-09-23,Pop EDM Remixes,edm,pop edm,0.775,0.559,8,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
Perfect - Mike Perry Remix,Ed Sheeran,46,Perfect (Mike Perry Remix),2017-11-10,Pop EDM Remixes,edm,pop edm,0.732,0.756,5,-4.309,0,0.0324,0.26,0,0.13,0.343,113.98,221333
Beautiful Now - Marshmello Remix,Zedd,0,Beautiful Now (Remixes),2015-07-10,Pop EDM Remixes,edm,pop edm,0.66,0.928,11,-3.127,0,0.0299,0.0106,4.57E-05,0.0807,0.685,140.073,196040
Mama - Syn Cole Remix,Jonas Blue,50,Mama (Remixes),2017-07-21,Pop EDM Remixes,edm,pop edm,0.787,0.796,11,-3.551,0,0.0429,0.0286,0,0.0909,0.634,126.032,179888
Now Or Never - R3hab Remix,Halsey,33,Now Or Never (Rehab Remix),2017-09-15,Pop EDM Remixes,edm,pop edm,0.616,0.715,9,-4.711,1,0.0494,0.00501,2.11E-06,0.178,0.291,104.961,184714
No Regrets (feat. Krewella) - KAAZE Remix,KSHMR,53,No Regrets (feat. Krewella) [KAAZE Remix],2019-06-19,EDM 2019,edm,pop edm,0.341,0.897,11,-4.434,0,0.0643,0.00871,0.000227,0.734,0.192,127.873,207587
Mr. Navigator,Armin van Buuren,62,Mr. Navigator,2019-09-13,EDM 2019,edm,pop edm,0.759,0.948,1,-5.465,1,0.114,0.0212,0.336,0.366,0.181,134.085,152239
Rave (feat. Kris Kiss),Steve Aoki,44,Rave (feat. Kris Kiss),2019-06-28,EDM 2019,edm,pop edm,0.628,0.98,5,-2.776,0,0.0766,0.0105,0.0687,0.444,0.464,128.093,205584
My Best Life (feat. Mike Waters),KSHMR,61,My Best Life (feat. Mike Waters),2019-07-11,EDM 2019,edm,pop edm,0.625,0.836,8,-2.884,0,0.224,0.0305,0,0.0867,0.675,105.023,212286
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),2019-07-18,EDM 2019,edm,pop edm,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29E-05,0.16,0.607,127.033,188656
Everybody Clap,Dimitri Vegas & Like Mike,19,Everybody Clap,2019-08-16,EDM 2019,edm,pop edm,0.718,0.971,0,-4.963,1,0.0691,0.00482,0.7,0.277,0.123,128.002,148125
Thing For You - Don Diablo Remix,David Guetta,18,Thing For You (Don Diablo Remix),2019-08-16,EDM 2019,edm,pop edm,0.755,0.886,2,-3.042,1,0.087,0.382,1.30E-05,0.613,0.539,124.071,172975
Devil Inside Me (feat. KARRA),KSHMR,61,Devil Inside Me (feat. KARRA),2019-05-24,EDM 2019,edm,pop edm,0.56,0.869,6,-4.587,0,0.0622,0.00214,4.06E-06,0.304,0.177,134.934,189333
